Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
MT821868.1,,Begomovirus manihotis,Begomovirus manihotis,W-Lu-ZM15-A,DNA-A,"African cassava mosaic virus isolate W-Lu-ZM15-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821869.1,,Begomovirus manihotis,Begomovirus manihotis,W-Lu-ZM16-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Lu-ZM16-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821870.1,,Begomovirus manihotis,Begomovirus manihotis,W-Mo-ZM17-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Mo-ZM17-A segment DNA-A, complete sequence",2780,complete,Zambia,Zambia,Manihot esculenta,2013
MT821871.1,,Begomovirus manihotis,Begomovirus manihotis,W-Mo-ZM18-A,DNA-A,"African cassava mosaic virus isolate W-Mo-ZM18-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821872.1,,Begomovirus manihotis,Begomovirus manihotis,W-Se-ZM19-A,DNA-A,"African cassava mosaic virus isolate W-Se-ZM19-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821873.1,,Begomovirus manihotis,Begomovirus manihotis,W-Se-ZM20-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Se-ZM20-A segment DNA-A, complete sequence",2777,complete,Zambia,Zambia,Manihot esculenta,2013
MT821874.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM21-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM21-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821875.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM22-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Ka-ZM22-A segment DNA-A, complete sequence",2776,complete,Zambia,Zambia,Manihot esculenta,2013
MT821876.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM23-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM23-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821877.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM24-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM24-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821878.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ls-ZM25-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate Ls-Ls-ZM25-A segment DNA-A, complete sequence",2773,complete,Zambia,Zambia,Manihot esculenta,2013
MZ595263.1,,Begomovirus manihotis,Begomovirus manihotis,TZ UNG 13,A,"African cassava mosaic virus isolate TZ UNG 13 segment A, complete sequence",2777,complete,Tanzania,Tanzania,,2018-08-18
MZ595265.1,,Begomovirus manihotis,Begomovirus manihotis,TZ PMB 15,A,"African cassava mosaic virus isolate TZ PMB 15 segment A, complete sequence",2780,complete,Tanzania,Tanzania,,2018-08-18
LC658342.1,,Begomovirus manihotis,Begomovirus manihotis,BFW004-4B,,"African cassava mosaic virus BFW004-4B DNA, complete genome",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-08-21
LC658343.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Sam:BFW004-6B:15],,"African cassava mosaic virus ACMV-[BF:Sam:BFW004-6B:15] DNA, complete genome",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-08-21
LC658344.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Oro:BFW020-4H:15],,"African cassava mosaic virus ACMV-[BF:Oro:BFW020-4H:15] DNA, complete genome",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-08-22
LC658345.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Oro:BFW021-9E:15],,"African cassava mosaic virus ACMV-[BF:Oro:BFW021-9E:15] DNA, complete genome",2782,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-08-22
LC658346.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Dia:BFW060-12B:15],,"African cassava mosaic virus ACMV-[BF:Dia:BFW060-12B:15] DNA, complete genome",2783,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-09-11
LC658347.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Naf:BFW067-11B:15],,"African cassava mosaic virus ACMV-[BF:Naf:BFW067-11B:15] DNA, complete genome",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-09-12
LC658348.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Baz:BFW148-3B:15],,"African cassava mosaic virus ACMV-[BF:Baz:BFW148-3B:15] DNA, complete genome",2782,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-09-27
LC658956.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Baz:BFW148-10B:15],,"African cassava mosaic virus ACMV-[BF:Baz:BFW148-10B:15] DNA, complete genome",2782,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-09-27
LC658957.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Sag:BFW213-3B:16],DNA-A,"African cassava mosaic virus ACMV-[BF:Sag:BFW213-3B:16] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2016-03-06
LC658958.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Mil:BFW223-4B:16],DNA-A,"African cassava mosaic virus ACMV-[BF:Mil:BFW223-4B:16] DNA, segment: DNA-A, complete sequence",2782,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2016-03-11
LC658959.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Mil:BFW223-5B:16],DNA-A,"African cassava mosaic virus ACMV-[BF:Mil:BFW223-5B:16] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2016-03-06
LC658960.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Yel:BFW239-1B:16],DNA-A,"African cassava mosaic virus ACMV-[BF:Yel:BFW239-1B:16] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2016-10-19
LC658961.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Tin:BFW396-4B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Tin:BFW396-4B:17] DNA, segment: DNA-A, complete sequence",2780,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-05-18
LC658962.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Bob:BFW571-3B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Bob:BFW571-3B:17] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-05-24
LC658963.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Bio:BFW635-1B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Bio:BFW635-1B:17] DNA, segment: DNA-A, complete sequence",2783,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-07-07
LC658964.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Nou:BFW670-15B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Nou:BFW670-15B:17] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-08-10
LC659081.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Baz:BFW148-2N:15],DNA-B,"African cassava mosaic virus ACMV-[BF:Baz:BFW148-2N:15] DNA, segment: DNA-B, complete sequence",2731,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2015-09-27
LC659082.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Oro:BFW477-4B:17],DNA-B,"African cassava mosaic virus ACMV-[BF:Oro:BFW477-4B:17] DNA, segment: DNA-B, complete sequence",2727,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-05-20
MW788219.1,,African cassava mosaic virus,Begomovirus manihotis,CF:Bambari:1928,DNA-B,"UNVERIFIED: African cassava mosaic virus isolate CF:Bambari:1928 segment DNA-B genomic sequence, sequence",2727,complete,Central African Republic,Central African Republic,Manihot glaziovii,1928
MW788220.1,,African cassava mosaic virus,Begomovirus manihotis,CF:Bambari:1928,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate CF:Bambari:1928 segment DNA-A genomic sequence, sequence",2812,complete,Central African Republic,Central African Republic,Manihot glaziovii,1928
MW848516.1,,Begomovirus manihotis,Begomovirus manihotis,NGSTPS18/DSMZ PV-0421,DNA A,"Begomovirus manihotis isolate NGSTPS18/DSMZ PV-0421 segment DNA A, complete sequence",2782,complete,Nigeria,Nigeria,Manihot esculenta,1994
MW848517.1,,Begomovirus manihotis,Begomovirus manihotis,NGSTPS18/DSMZ PV-0421,DNA B,"Begomovirus manihotis isolate NGSTPS18/DSMZ PV-0421 segment DNA B, complete sequence",2724,complete,Nigeria,Nigeria,Manihot esculenta,1994
MN809985.1,,African cassava mosaic virus,Begomovirus manihotis,NG-001,DNA-A,"African cassava mosaic virus isolate NG-001 segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Manihot esculenta,2017-02-01
MN809986.1,,African cassava mosaic virus,Begomovirus manihotis,NG-002,DNA-A,"African cassava mosaic virus isolate NG-002 segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Manihot esculenta,2017-02-01
MN809987.1,,African cassava mosaic virus,Begomovirus manihotis,NG-003,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate NG-003 segment DNA-A, complete sequence",2780,complete,Nigeria,Nigeria,Manihot esculenta,2017-02-01
MN809988.1,,African cassava mosaic virus,Begomovirus manihotis,NG-004,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate NG-004 segment DNA-A, complete sequence",2780,complete,Nigeria,Nigeria,Manihot esculenta,2017-02-01
MT858793.1,,Begomovirus manihotis,Begomovirus manihotis,CM:2:98,A,"Begomovirus manihotis isolate CM:2:98 segment A, complete sequence",2781,complete,Cameroon,Cameroon,Manihot esculenta,1998
MT858794.1,,Begomovirus manihotis,Begomovirus manihotis,CM:2:98,B,"Begomovirus manihotis isolate CM:2:98 segment B, complete sequence",2725,complete,Cameroon,Cameroon,Manihot esculenta,1998
MH646683.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM11B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM11B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646684.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM8B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM8B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646685.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM12B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM12B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646686.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM10B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM10B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646687.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM9B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM9B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646688.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM14B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM14B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646689.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM13B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM13B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646690.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM5B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM5B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646691.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM6B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM6B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646692.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM4B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM4B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646693.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM7B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KM7B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646695.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO15B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:MO15B:13 segment DNA-B, complete sequence",2727,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646696.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO16B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:MO16B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646697.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU6B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:FU6B:13 segment DNA-B, complete sequence",2724,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646698.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU7B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:FU7B:13 segment DNA-B, complete sequence",2724,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646699.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU8B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:FU8B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646700.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU9B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:FU9B:13 segment DNA-B, complete sequence",2726,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646701.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU5B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:FU5B:13 segment DNA-B, complete sequence",2606,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646702.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU10B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:FU10B:13 segment DNA-B, complete sequence",2724,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646703.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW19B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW19B:13 segment DNA-B, complete sequence",2625,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646704.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW20B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW20B:13 segment DNA-B, complete sequence",2735,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646705.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW17B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW17B:13 segment DNA-B, complete sequence",2688,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646706.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW16B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW16B:13 segment DNA-B, complete sequence",2778,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646707.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW18B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW18B:13 segment DNA-B, complete sequence",2685,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646708.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW23B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW23B:13 segment DNA-B, complete sequence",2685,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646709.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW13B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW13B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646710.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW14B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW14B:13 segment DNA-B, complete sequence",2726,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646711.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW21B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW21B:13 segment DNA-B, complete sequence",2721,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646712.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW22B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KW22B:13 segment DNA-B, complete sequence",2719,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646713.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KWB15:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:KWB15:13 segment DNA-B, complete sequence",2723,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646714.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK12B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK12B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646715.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK16B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK16B:13 segment DNA-B, complete sequence",2727,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646716.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK15B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK15B:13 segment DNA-B, complete sequence",2724,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646717.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK13B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK13B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646718.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK14B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK14B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646719.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK11B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK11B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646720.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH_AK17B_13,DNA-B,"Begomovirus manihotis isolate ACMV_GH_AK17B_13 segment DNA-B, complete sequence",2722,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646721.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU15B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:BU15B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646722.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU16B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:BU16B:13 segment DNA-B, complete sequence",2723,complete,Ghana,Ghana,Manihot esculenta,2013-08
MH646723.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW10B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:BW10B:13 segment DNA-B, complete sequence",2727,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250084.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK8A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250085.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK10A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250086.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250087.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK9A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250088.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250089.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK7A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250090.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250091.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK5A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250092.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK6A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250093.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250094.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250095.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250096.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW7A:13, complete genome",2777,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250097.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW8A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250098.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250099.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250100.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW6A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250101.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250102.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW5A:13, complete genome",2783,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250103.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250104.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250105.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250106.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU5A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250107.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250108.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250109.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU8A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250110.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250111.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250112.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250113.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250114.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU10A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250115.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
