Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
ON007142.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v49_d257_gen_les,,"Human alphaherpesvirus 1 strain v49_d257_gen_les, complete genome",150302,complete,,,,
ON007143.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v46_d349_gen_les2,,"Human alphaherpesvirus 1 strain v46_d349_gen_les2, complete genome",150444,complete,,,,
ON007144.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v46_d345_gen,,"Human alphaherpesvirus 1 strain v46_d345_gen, complete genome",150347,complete,,,,
ON007145.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v45_d4_gen_les,,"Human alphaherpesvirus 1 strain v45_d4_gen_les, complete genome",150361,complete,,,,
ON007146.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v46_d349_gen,,"Human alphaherpesvirus 1 strain v46_d349_gen, complete genome",135353,complete,,,,
ON007149.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v49_d349_gen_les,,"Human alphaherpesvirus 1 strain v49_d349_gen_les, complete genome",150503,complete,,,,
ON007150.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v46_d348_gen,,"Human alphaherpesvirus 1 strain v46_d348_gen, complete genome",135291,complete,,,,
ON007151.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v46_d349_gen_les3,,"Human alphaherpesvirus 1 strain v46_d349_gen_les3, complete genome",150819,complete,,,,
ON007154.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v40_y14_oral2,,"Human alphaherpesvirus 1 strain v40_y14_oral2, complete genome",151325,complete,,,,
ON007158.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v46_d349_gen_les1,,"Human alphaherpesvirus 1 strain v46_d349_gen_les1, complete genome",150373,complete,,,,
OL638990.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,dsncRNA1,,"Human alphaherpesvirus 1 strain dsncRNA1, complete sequence",152373,complete,USA,USA,Homo sapiens,2018
OL638991.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,McKrae,,"Human alphaherpesvirus 1 strain McKrae, complete sequence",152382,complete,USA,USA,Homo sapiens,1965
BK012101.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"TPA_asm: Human alphaherpesvirus 1 strain 17, complete genome",152222,complete,,,Homo sapiens,
MN925871.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"UNVERIFIED: Human alphaherpesvirus 1 strain Sample4_DOCK8, complete genome",150853,complete,USA,USA,Homo sapiens,2015
MN159377.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,s17pp3,,"Human alphaherpesvirus 1 isolate s17pp3, complete genome",152245,complete,,,,
MN159378.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,s17pp4,,"Human alphaherpesvirus 1 isolate s17pp4, complete genome",152288,complete,,,,
MN159379.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,s17pp5,,"Human alphaherpesvirus 1 isolate s17pp5, complete genome",152244,complete,,,,
MN159383.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,Sc16,,"Human alphaherpesvirus 1 isolate Sc16, complete genome",151223,complete,,,,
MN136523.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain MacIntyre, complete genome",152476,complete,USA,USA,Homo sapiens,1951
MN136524.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain McKrae, complete genome",152361,complete,USA,USA,Homo sapiens,1965
MH480513.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,MCL-18-H-1091,,"Human alphaherpesvirus 1 isolate MCL-18-H-1091, complete genome",138790,complete,India,India,Homo sapiens,2018-05
MH319852.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain NIV1613762, complete genome",147898,complete,India,India,Homo sapiens,2016-08
MH999839.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain K86, complete genome",151610,complete,,,Homo sapiens,
MH999840.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain Ty25, complete genome",151249,complete,,,Homo sapiens,
MH999841.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain Ty148, complete genome",153234,complete,,,Homo sapiens,
MH999842.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H12113, complete genome",152599,complete,,,Homo sapiens,
MH999844.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H12114, complete genome",151678,complete,,,Homo sapiens,
MH999845.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H12117, complete genome",156077,complete,,,Homo sapiens,
MH999846.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H1215, complete genome",151140,complete,,,Homo sapiens,
MH999847.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H12118, complete genome",151809,complete,,,Homo sapiens,
MH999848.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H1311, complete genome",151461,complete,,,Homo sapiens,
MH999849.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H1312, complete genome",155011,complete,,,Homo sapiens,
MH999850.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H15119, complete genome",155156,complete,,,Homo sapiens,
MH999851.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-H1412, complete genome",152094,complete,,,Homo sapiens,
MH102298.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain HSV-v29_site16_day1, complete genome",151108,complete,,,,
KY922718.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV-R-13,,"Human alphaherpesvirus 1 isolate HSV-R-13, complete genome",151636,complete,,,Homo sapiens,
KY922719.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV-N-7,,"Human alphaherpesvirus 1 isolate HSV-N-7, complete genome",151765,complete,,,Homo sapiens,
MF156584.1,SAMN06927022,Human alphaherpesvirus 1,Simplexvirus humanalpha1,K(delta)25/26,,"Human alphaherpesvirus 1 isolate K(delta)25/26, complete genome",149586,complete,not collected,,Homo sapiens,
KX424525.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,ZW6,,"Human alphaherpesvirus 1 isolate ZW6, complete genome",152090,complete,China,China,Homo sapiens,2013
LT594105.1,SAMEA4017987,Human alphaherpesvirus 1,Simplexvirus humanalpha1,172/2010,,"Human herpesvirus 1 isolate 172_2010 genome assembly, complete genome: monopartite",151217,complete,Germany,Germany,Homo sapiens,2010-01-11
LT594106.1,SAMEA4017985,Human alphaherpesvirus 1,Simplexvirus humanalpha1,2158/2007,,"Human herpesvirus 1 isolate 2158_2007 genome assembly, complete genome: monopartite",150670,complete,Germany,Germany,Homo sapiens,2007-12-14
LT594107.1,SAMEA4017986,Human alphaherpesvirus 1,Simplexvirus humanalpha1,3083/2008,,"Human herpesvirus 1 isolate 3083_2008 genome assembly, complete genome: monopartite",151283,complete,Germany,Germany,Homo sapiens,2008-12-18
LT594108.1,SAMEA4017979,Human alphaherpesvirus 1,Simplexvirus humanalpha1,1319/2005,,"Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite",151216,complete,Germany,Germany,Homo sapiens,2005-08-23
LT594109.1,SAMEA4017983,Human alphaherpesvirus 1,Simplexvirus humanalpha1,270/2007,,"Human herpesvirus 1 isolate 270_2007 genome assembly, complete genome: monopartite",150791,complete,Germany,Germany,Homo sapiens,2007-02-09
LT594110.1,SAMEA4017982,Human alphaherpesvirus 1,Simplexvirus humanalpha1,66/2007,,"Human herpesvirus 1 isolate 66_2007 genome assembly, complete genome: monopartite",150842,complete,Germany,Germany,Homo sapiens,2007-01-08
LT594111.1,SAMEA4017980,Human alphaherpesvirus 1,Simplexvirus humanalpha1,1394/2005,,"Human herpesvirus 1 isolate 1394_2005 genome assembly, complete genome: monopartite",151304,complete,Germany,Germany,Homo sapiens,2005-09-05
LT594112.1,SAMEA4017984,Human alphaherpesvirus 1,Simplexvirus humanalpha1,369/2007,,"Human herpesvirus 1 isolate 369_2007 genome assembly, complete genome: monopartite",150927,complete,Germany,Germany,Homo sapiens,2007-02-08
LT594192.1,SAMEA4017977,Human alphaherpesvirus 1,Simplexvirus humanalpha1,160/1982,,"Human herpesvirus 1 isolate 160_1982 genome assembly, complete genome: monopartite",150711,complete,Germany,Germany,Homo sapiens,1982-06-16
LT594457.1,SAMEA4017978,Human alphaherpesvirus 1,Simplexvirus humanalpha1,132/1998,,"Human herpesvirus 1 isolate 132_1998 genome assembly, complete genome: monopartite",150378,complete,Germany,Germany,Homo sapiens,1998-03-06
KT887224.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,KOS 1.1,,"Human alphaherpesvirus 1 isolate KOS 1.1, complete genome",151794,complete,USA,USA,,1964
KT899744.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,KOS,,"Human alphaherpesvirus 1 isolate KOS, complete genome",151974,complete,USA,USA,Homo sapiens,1964
KT425109.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human alphaherpesvirus 1 strain KOS79, complete genome",135472,complete,,,Homo sapiens,
KR781518.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain dl1403 envelope glycoprotein C (gC) gene, complete sequence",525,complete,,,,
KJ847330.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV-1/0116209/India/2011,,"Human herpesvirus 1 isolate HSV-1/0116209/India/2011, complete genome",151024,complete,India,India,Homo sapiens,2011
KF498959.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,RE,,"Human herpesvirus 1 isolate RE, complete genome",151255,complete,USA,USA,Homo sapiens,1967
AB618031.1,SAMD00010721,Human alphaherpesvirus 1 strain RH2,Simplexvirus humanalpha1,,,"Herpes simplex virus (type 1 /strain RH2) DNA, nearly complete genome",149643,complete,,,,
JQ780693.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain KOS, complete genome",151024,complete,,,,
JQ673480.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain KOS, complete genome",152011,complete,,,Homo sapiens,
JN415117.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain RV_117 nonfunctional thymidine kinase (UL23) gene, complete sequence",1131,complete,Belgium,Belgium,Homo sapiens,2010
JN415118.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain RV_179 nonfunctional thymidine kinase (UL23) gene, complete sequence",1132,complete,Belgium,Belgium,Homo sapiens,2011
JN415119.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain HSV328058 nonfunctional thymidine kinase (UL23) gene, complete sequence",1130,complete,Belgium,Belgium,Homo sapiens,2006
JN555585.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain 17, complete genome",152222,complete,"United Kingdom: Regional Virus Laboratory, Ruchill Hospital, Glasgow",United Kingdom,,
GU734771.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain F, complete genome",152151,complete,,,,
GU734772.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 strain H129, complete genome",152066,complete,,,,
FJ593289.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Human herpesvirus 1 transgenic strain 17, complete genome",165101,complete,,,Homo sapiens,
X14112.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,Human herpesvirus 1 complete genome,152261,complete,,,,
