Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
JN053429.1,,Begomovirus manihotis,Begomovirus manihotis,S5J3,DNA-A,"African cassava mosaic virus isolate S5J3 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053430.1,,Begomovirus manihotis,Begomovirus manihotis,K4C1,DNA-A,"African cassava mosaic virus isolate K4C1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Manihot esculenta,2009-08-28
JN053431.1,,Begomovirus manihotis,Begomovirus manihotis,S4C2,DNA-A,"African cassava mosaic virus isolate S4C2 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Manihot esculenta,2009-08-28
HG530110.1,,Begomovirus manihotis,Begomovirus manihotis,KE:mtw:CMD-MI64:12,DNA A,"African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI64:12",2780,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
HG530111.1,,Begomovirus manihotis,Begomovirus manihotis,KE:mtw:CMD-MI79:12,DNA A,"African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI79:12",2780,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
EU685328.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CM[NG:Cc:03],DNA-A,"African cassava mosaic virus isolate ACMV-CM[NG:Cc:03] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Combretum confertum,
EU685325.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Sb:07],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Sb:07] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Glycine max,
EU685320.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Ll:06],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Ll:06] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Leucaena leucocephala,
EU685318.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Mg:03],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Mg:03] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Manihot glaziovii,
EU685324.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Rc:03],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Rc:03] segment DNA-A, complete sequence",2780,complete,Nigeria,Nigeria,Ricinus communis,
EU685322.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:So:03],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:So:03] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Senna occidentalis,
PX289793.1,,Begomovirus manihotis,Begomovirus manihotis,CMD11A,DNA-A,"Begomovirus manihotis isolate CMD11A segment DNA-A, complete sequence",2784,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11
PX289792.1,,Begomovirus manihotis,Begomovirus manihotis,CMD01A,DNA-A,"Begomovirus manihotis isolate CMD01A segment DNA-A, complete sequence",2781,complete,Nigeria: Niger,Nigeria,Manihot esculenta,2016-03-11
GQ169505.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV-[PK;Mul;Dar;06] segment DNA-A, complete sequence",2714,complete,Pakistan,Pakistan,Gossypium darwinii,2006-11
GQ204106.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Gos2/08 segment DNA-A, complete sequence",2782,complete,Pakistan: Multan,Pakistan,Gossypium gossypioides,2008-03
GQ204107.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Har/08 segment DNA-A, complete sequence",2784,complete,Pakistan: Multan,Pakistan,Gossypium harknessii,2008-03
GQ204108.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Som/08 segment DNA-A, complete sequence",2781,complete,Pakistan: Multan,Pakistan,Gossypium somalense,2008-03
GQ204109.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Sto/08 segment DNA-A, complete sequence",2781,complete,Pakistan: Multan,Pakistan,Gossypium stocksii,2008-03
KR476372.1,,Begomovirus manihotis,Begomovirus manihotis,TG:Con2:14,DNA-A,"Begomovirus manihotis isolate TG:Con2:14 segment DNA-A, complete sequence",2781,complete,Togo,Togo,Manihot esculenta,2014-08-10
HE979758.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI17:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI17:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979759.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI19:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI19:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979760.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI22:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI22:12], complete genome",2780,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979761.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI24:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI24:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979762.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI26:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI26:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979763.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI27:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI27:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979764.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI28:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI28:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979765.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI29:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI29:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979766.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI31:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI31:12], complete genome",2780,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979767.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI33:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI33:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979768.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI34:12],DNA-A,"African cassava mosaic virus segment DNA-A, isolate ACMV-[UG:Nam:CMD-MI34:12], complete genome",2781,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
MT821861.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM07-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM07-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821862.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM08-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate E-Ln-ZM08-A segment DNA-A, complete sequence",2765,complete,Zambia,Zambia,Manihot esculenta,2013
MT821863.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM09-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM09-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821876.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM23-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM23-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821877.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM24-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM24-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821864.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ma-ZM10-A,DNA-A,"African cassava mosaic virus isolate E-Ma-ZM10-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821858.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM04-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM04-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821859.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM05-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM05-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821874.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM21-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM21-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821878.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ls-ZM25-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate Ls-Ls-ZM25-A segment DNA-A, complete sequence",2773,complete,Zambia,Zambia,Manihot esculenta,2013
MT821855.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM01-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM01-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821856.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM02-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM02-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821857.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM03-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM03-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821860.1,,Begomovirus manihotis,Begomovirus manihotis,Lu-Mw-ZM06-A,DNA-A,"African cassava mosaic virus isolate Lu-Mw-ZM06-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821865.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM11-A,DNA-A,"African cassava mosaic virus isolate W-Ka-ZM11-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821866.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM12-A,DNA-A,"African cassava mosaic virus isolate W-Ka-ZM12-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821867.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM13-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Ka-ZM13-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821875.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM22-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Ka-ZM22-A segment DNA-A, complete sequence",2776,complete,Zambia,Zambia,Manihot esculenta,2013
MT821868.1,,Begomovirus manihotis,Begomovirus manihotis,W-Lu-ZM15-A,DNA-A,"African cassava mosaic virus isolate W-Lu-ZM15-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821869.1,,Begomovirus manihotis,Begomovirus manihotis,W-Lu-ZM16-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Lu-ZM16-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821870.1,,Begomovirus manihotis,Begomovirus manihotis,W-Mo-ZM17-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Mo-ZM17-A segment DNA-A, complete sequence",2780,complete,Zambia,Zambia,Manihot esculenta,2013
MT821871.1,,Begomovirus manihotis,Begomovirus manihotis,W-Mo-ZM18-A,DNA-A,"African cassava mosaic virus isolate W-Mo-ZM18-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821872.1,,Begomovirus manihotis,Begomovirus manihotis,W-Se-ZM19-A,DNA-A,"African cassava mosaic virus isolate W-Se-ZM19-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821873.1,,Begomovirus manihotis,Begomovirus manihotis,W-Se-ZM20-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Se-ZM20-A segment DNA-A, complete sequence",2777,complete,Zambia,Zambia,Manihot esculenta,2013
AF366902.1,,African cassava mosaic virus-[Cameroon-DO2],Begomovirus manihotis,,,"African cassava mosaic virus-[Cameroon-DO2] strain ACMV-CM/D02 component A, complete sequence",2781,complete,Cameroon: southwestern rainforest region,Cameroon,,
