Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
HE979788.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI21:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI21:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979789.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI23:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI23:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979790.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI25:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI25:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979791.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI30:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI30:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979792.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI32:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI32:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979793.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI35:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI35:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979794.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI36:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI36:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979795.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI37:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI37:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979796.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI38:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI38:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979782.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI3:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI3:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979783.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI6:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI6:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
